PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,GeoRefNo,Prop_Addr,Latitude,Longitude
916475110,1908,202900,60,RL,85,14191,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,967,967,GasA,Ex,Y,SBrkr,993,915,0,0,0,2,1,4,1,Gd,9,Typ,0,,Attchd,2002,Fin,2,431,TA,TA,Y,135,0,0,0,0,0,,,,0,4,2010,WD ,Normal,916475110,2321 SUNDOWN DR,41.99436429,-93.64700827
534128020,2067,206000,60,RL,,12732,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,6,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,Mn,GLQ,560,LwQ,42,150,752,GasA,TA,Y,SBrkr,1285,782,0,0,0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,1974,RFn,2,784,TA,TA,Y,297,40,0,0,0,0,,,,0,6,2009,WD ,Normal,534128020,1630 JOHNSON ST,42.048995,-93.632611
909475300,1680,222000,20,RL,,21695,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260,Gd,Gd,CBlock,Gd,TA,No,GLQ,808,Unf,0,72,880,GasA,Ex,Y,SBrkr,1680,0,0,1,0,2,0,3,1,Gd,5,Typ,1,Gd,Attchd,1988,Fin,2,540,TA,TA,Y,292,44,0,182,0,0,,,,0,12,2009,WD ,Normal,909475300,2133 CONEFLOWER CT,,
527358090,1083,172000,85,RL,,9927,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,5,1976,1976,Gable,CompShg,VinylSd,Wd Shng,Stone,252,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1005,Unf,0,42,1047,GasA,TA,Y,SBrkr,1083,0,0,1,0,1,0,2,1,TA,5,Typ,1,Fa,Attchd,1976,RFn,2,596,TA,TA,Y,444,0,40,0,0,0,,,,0,7,2006,WD ,Normal,527358090,2966 MONROE DR,42.050341,-93.635969
909250120,1784,138887,70,RL,96,13132,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0,Unf,0,747,747,GasA,Gd,Y,FuseF,892,892,0,0,0,1,1,4,1,TA,9,Typ,0,,Detchd,1914,Unf,1,180,Fa,Fa,N,203,40,0,0,0,0,,,,0,7,2006,WD ,Normal,909250120,419 LYNN AVE,42.01887222,-93.646474
909254150,1250,139000,50,RL,53,5362,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,661,661,GasA,Ex,Y,SBrkr,661,589,0,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1985,Unf,2,552,TA,TA,Y,242,0,81,0,0,0,,,,0,11,2007,WD ,Normal,909254150,620 LYNN AVE,42.0167802,-93.64625073
905202190,1830,278000,20,RL,,20355,Pave,,Reg,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,6,1967,1967,Gable,Tar&Grv,Plywood,Plywood,BrkFace,123,TA,TA,CBlock,Gd,TA,Av,Rec,810,ALQ,826,229,1865,GasA,TA,Y,SBrkr,1830,0,0,1,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1967,Unf,2,521,TA,TA,Y,0,115,168,0,0,0,,,,0,6,2006,WD ,Normal,905202190,1010 JARRETT CIR,42.0315284,-93.66847304
527353060,2673,249000,60,RL,,12388,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1991,Gable,CompShg,Plywood,Plywood,BrkFace,229,TA,TA,CBlock,Gd,TA,No,ALQ,602,Unf,0,441,1043,GasA,TA,Y,SBrkr,1539,1134,0,0,0,2,1,4,1,Gd,9,Typ,1,TA,BuiltIn,1980,RFn,2,441,TA,TA,Y,178,84,0,0,0,0,,,,0,8,2009,WD ,Normal,527353060,2129 STEVENSON DR,42.05210296,-93.63832453
905478220,1480,136500,50,RL,60,11100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1951,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,Mn,LwQ,1080,Unf,0,0,1080,GasA,TA,N,SBrkr,1080,400,0,1,0,1,0,4,1,TA,7,Typ,1,Gd,Attchd,1951,Unf,1,253,TA,TA,Y,0,0,68,0,0,0,,,,0,7,2007,WD ,Normal,905478220,3123 STORY ST,42.02384142,-93.65978848
902456015,1020,64500,50,C (all),63,4761,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0,Unf,0,1020,1020,GasA,Fa,N,FuseP,1020,0,0,0,0,1,0,2,1,Fa,5,Typ,0,,,,,0,0,,,N,0,0,105,0,0,0,,,,0,10,2006,ConLD,Normal,902456015,115 CENTER AVE,42.02348365,-93.60706065
916402015,1495,150000,20,RL,75,12890,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,128,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1495,1495,GasA,Ex,Y,SBrkr,1495,0,0,0,0,2,0,3,1,TA,8,Typ,1,TA,Attchd,1989,Unf,2,438,TA,TA,Y,252,0,192,0,0,0,,,,0,7,2008,WD ,Normal,916402015,2505 GREEN HILLS DR,41.99982707,-93.64472896
905426100,2008,225000,20,RL,78,7800,Pave,,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,Gd,No,GLQ,603,Unf,0,293,896,GasA,Ex,Y,SBrkr,1112,896,0,1,0,3,0,3,1,Ex,8,Typ,0,,Attchd,1948,Unf,1,230,TA,TA,Y,103,0,0,0,0,0,,,,0,8,2006,WD ,Normal,905426100,413 HAWTHORNE  AVE,42.02700265,-93.66294744
923228220,1092,93900,160,RM,21,1495,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,189,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,162,546,GasA,Ex,Y,SBrkr,546,546,0,0,0,1,1,3,1,TA,5,Typ,0,,,,,0,0,,,Y,0,64,0,0,0,0,,,,0,5,2007,WD ,Normal,923228220,721 MEADOW PL,41.9925693,-93.6021357
527182020,1204,130000,120,RL,30,3701,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1191,1191,GasA,TA,Y,SBrkr,1204,0,0,0,0,2,0,2,1,TA,5,Typ,0,,Attchd,1987,RFn,2,461,TA,TA,Y,120,70,0,0,0,0,,,,0,8,2006,WD ,Normal,527182020,3916 FLETCHER BLVD,42.05974178,-93.63495514
528175060,1314,230000,120,RL,34,5001,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,1314,GasA,Ex,Y,SBrkr,1314,0,0,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008,RFn,2,626,TA,TA,Y,172,62,0,0,0,0,,,,0,7,2009,WD ,Normal,528175060,2905 ROXBORO DR,42.05833262,-93.65012185
909451180,1229,124000,160,RM,24,1300,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,285,Unf,0,276,561,GasA,TA,Y,SBrkr,561,668,0,0,0,1,1,2,1,TA,5,Typ,1,TA,Attchd,1980,Fin,2,462,TA,TA,Y,150,0,0,0,0,0,,GdPrv,,0,5,2009,WD ,Normal,909451180,1505 LITTLE BLUESTEM CT UNIT 106,,
908102040,2200,145900,90,RL,67,8777,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,1084,Unf,0,188,1272,GasA,Gd,Y,SBrkr,1272,928,0,2,0,2,2,4,2,TA,9,Typ,0,,,,,0,0,,,N,0,70,0,0,0,0,,GdPrv,,0,9,2008,WD ,Normal,908102040,234 SOUTH DAKOTA AVE 236,42.02080173,-93.67854841
903230110,1216,115000,50,RM,60,5520,Pave,,IR1,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1920,1997,Gable,CompShg,AsbShng,AsbShng,None,0,TA,Gd,BrkTil,TA,TA,No,ALQ,68,Unf,0,497,565,GasA,TA,Y,SBrkr,565,651,0,1,0,1,0,3,1,TA,6,Typ,1,Gd,BuiltIn,1920,RFn,1,355,Fa,TA,Y,0,0,180,0,0,0,,MnPrv,,0,4,2008,WD ,Normal,903230110,1011 CURTISS AVE,42.03146459,-93.62472663
906223210,2020,239500,60,RL,80,9828,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,584,Unf,0,544,1128,GasA,Ex,Y,SBrkr,1142,878,0,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1995,RFn,2,466,TA,TA,Y,0,155,0,0,0,0,,,,0,6,2009,WD ,Normal,906223210,1007 VERMONT CT,42.03078692,-93.68221545
527377030,1309,181000,20,RL,78,10140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99,TA,TA,CBlock,TA,TA,No,ALQ,663,LwQ,377,0,1040,GasA,Fa,Y,SBrkr,1309,0,0,1,0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1974,RFn,2,484,TA,TA,Y,265,0,0,0,0,648,Fa,GdPrv,,0,1,2006,WD ,Normal,527377030,1509 JACKSON DR,42.04977538,-93.63046679
905101260,1464,175000,80,RL,70,12886,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,0,76,520,GasA,Ex,Y,SBrkr,1464,0,0,0,1,2,0,3,1,TA,6,Min2,1,TA,Attchd,1997,RFn,2,480,TA,TA,Y,302,0,0,0,100,0,,,,0,10,2009,WD ,Normal,905101260,3815 QUEBEC ST,42.03338348,-93.67001169
903426180,1962,149500,50,RM,57,8094,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,888,888,GasA,Ex,Y,SBrkr,888,1074,0,0,0,1,1,4,1,TA,9,Typ,1,TA,Detchd,1915,Unf,2,572,TA,TA,Y,160,0,364,0,0,0,,GdPrv,,0,6,2010,WD ,Normal,903426180,807 HODGE AVE,42.02899673,-93.62171171
916475020,1629,270000,20,RL,85,14536,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,Unf,0,316,1616,GasA,Ex,Y,SBrkr,1629,0,0,1,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2002,Fin,3,808,TA,TA,Y,0,252,0,0,0,0,,,,0,11,2007,WD ,Normal,916475020,2402 SUNCREST DR,41.99533391,-93.64790985
905200490,960,145000,80,RL,,10246,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,Gd,Av,GLQ,648,Unf,0,0,648,GasA,Ex,Y,SBrkr,960,0,0,1,1,0,0,0,1,TA,3,Typ,0,,Attchd,1965,Unf,1,364,TA,TA,Y,88,0,0,0,0,0,,,,0,5,2006,WD ,Normal,905200490,1210 GARFIELD CIR,42.03345588,-93.66934896
905401045,1363,241500,20,RL,73,39104,Pave,,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,LwQ,226,GLQ,1063,96,1385,GasA,Ex,Y,SBrkr,1363,0,0,1,0,1,0,2,1,TA,5,Mod,2,TA,Attchd,1954,Unf,2,439,TA,TA,Y,81,0,0,0,0,0,,,,0,4,2008,WD ,Normal,905401045,516 OLIVER CIR,42.02862571,-93.66602692
902205090,928,112500,20,RM,50,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Rec,308,Unf,0,620,928,GasA,Gd,Y,FuseA,928,0,0,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1957,Fin,1,288,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,WD ,Normal,902205090,1106 STAFFORD AVE,42.03220182,-93.60768388
910205130,1558,152000,50,RM,75,13710,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,420,Unf,0,490,910,GasA,TA,Y,FuseA,910,648,0,0,0,1,1,4,1,TA,6,Typ,0,,Attchd,1950,Unf,1,282,TA,TA,Y,289,0,0,0,0,0,,MnPrv,,0,6,2007,WD ,Normal,910205130,210 S HAZEL AVE,42.02139874,-93.62665305
528280130,1792,186500,60,RL,93,10261,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,318,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,936,936,GasA,Ex,Y,SBrkr,962,830,0,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,2000,Fin,2,451,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2008,WD ,Normal,528280130,2427 WELBECK DR,42.05800971,-93.64182286
534127130,1442,185000,20,RL,,11717,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1442,1442,GasA,TA,Y,SBrkr,1442,0,0,0,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1970,RFn,2,615,TA,TA,Y,371,0,0,0,0,0,,,,0,2,2009,WD ,Normal,534127130,2638 CLEVELAND DR,42.04809792,-93.63462414
526353030,2110,244000,20,RL,93,11160,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,TA,CBlock,TA,TA,No,ALQ,1065,Unf,0,1045,2110,GasA,Ex,Y,SBrkr,2110,0,0,1,0,2,1,3,1,Ex,8,Typ,2,TA,Attchd,1968,Fin,2,522,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2010,WD ,Normal,526353030,3004 NORTHWOOD DR,42.05135968,-93.61727861
903481100,1344,82375,190,RM,60,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,3,3,1915,1950,Gable,CompShg,AsphShn,AsphShn,None,0,Fa,Fa,PConc,TA,Fa,No,Unf,0,Unf,0,536,536,GasA,Ex,N,FuseF,808,536,0,0,0,2,0,3,2,TA,8,Typ,0,,,,,0,0,,,N,42,0,204,0,0,0,,,,0,5,2008,WD ,Normal,903481100,1017 N 2ND ST,42.02413621,-93.62402561
535402120,1716,171000,60,RL,70,9247,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,318,TA,TA,CBlock,TA,TA,No,Rec,319,Unf,0,539,858,GasA,Ex,Y,SBrkr,858,858,0,0,0,1,1,4,1,TA,8,Typ,1,Gd,Attchd,1962,Fin,2,490,TA,TA,Y,0,84,0,0,120,0,,,,0,3,2008,WD ,Normal,535402120,1809 MAXWELL AVE,42.04006933,-93.6075989
527302210,1782,220000,20,RL,85,14450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1979,1979,Hip,CompShg,Plywood,Plywood,BrkFace,194,Gd,TA,CBlock,Gd,Fa,No,ALQ,864,LwQ,449,469,1782,GasA,TA,Y,SBrkr,1782,0,0,0,1,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1979,Fin,2,551,TA,TA,Y,467,0,0,0,0,0,,,,0,3,2008,WD ,Normal,527302210,3314 CLINTON CT,42.05460494,-93.63646964
532378130,912,124000,20,RL,,8020,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,644,Unf,0,268,912,GasA,TA,N,SBrkr,912,0,0,0,0,1,0,3,1,TA,6,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,GdWo,,0,4,2006,WD ,Normal,532378130,1309 GARFIELD AVE,42.03467267,-93.66973775
902301130,1232,114000,70,RM,35,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,168,Unf,0,448,616,GasA,Ex,Y,SBrkr,616,616,0,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1920,Unf,2,480,Fa,Fa,Y,280,0,143,0,0,0,,,,0,6,2007,WD ,Normal,902301130,824 WILSON AVE,42.02926186,-93.61826429
902103100,1378,128900,50,RM,68,4080,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1935,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Gd,Y,SBrkr,861,517,0,0,0,1,0,3,1,Gd,6,Typ,0,,Detchd,1920,Unf,1,162,Fa,Fa,P,54,0,40,0,0,0,,,,0,6,2009,WD ,Normal,902103100,611 11TH ST,42.03220965,-93.61876688
535454100,1461,133500,50,RL,60,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,832,832,GasA,TA,Y,FuseF,832,629,0,0,0,2,0,4,1,TA,6,Typ,0,,Detchd,1949,Unf,1,384,TA,TA,Y,0,204,0,0,0,0,,,,0,8,2009,WD ,Normal,535454100,115 E 13TH ST,42.03462792,-93.61031071
909250040,2601,189000,70,RL,51,9842,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,6,1921,1998,Gable,CompShg,MetalSd,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,612,612,GasA,Ex,Y,SBrkr,990,1611,0,0,0,3,1,4,1,TA,8,Typ,0,,BuiltIn,1998,RFn,2,621,TA,TA,Y,183,0,301,0,0,0,,,,0,5,2008,WD ,Normal,909250040,2324 KNAPP ST,42.01908382,-93.64696563
902325070,2138,106000,75,RM,90,8100,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,849,849,GasA,TA,N,FuseA,1075,1063,0,0,0,2,0,2,3,TA,11,Typ,0,,Detchd,1910,Unf,2,360,Fa,Po,N,40,156,0,0,0,0,,MnPrv,,0,11,2009,WD ,Normal,902325070,803 KELLOGG AVE,42.02907647,-93.61392424
533125140,2786,372500,60,RL,105,11025,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,9,5,1993,1994,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,568,Gd,TA,PConc,Gd,TA,Gd,BLQ,520,Unf,0,1328,1848,GasA,Ex,Y,SBrkr,1827,959,0,1,0,2,1,4,1,Gd,10,Typ,1,Ex,Attchd,1993,Fin,2,636,TA,TA,Y,294,49,0,0,0,0,,,,0,6,2008,WD ,Normal,533125140,3118 GREENWOOD RD,42.04859922,-93.65334224
924100060,1632,173000,60,RL,70,10457,Pave,,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,7,1969,1969,Gable,CompShg,VinylSd,VinylSd,BrkFace,178,Gd,Ex,CBlock,TA,TA,Gd,BLQ,496,LwQ,288,0,784,GasA,Ex,Y,SBrkr,784,848,0,0,0,1,1,4,1,TA,7,Typ,1,TA,Attchd,1969,RFn,2,898,TA,TA,Y,0,173,368,0,0,0,,MnPrv,,0,4,2009,WD ,Normal,924100060,3502 JEWEL DR,41.9912558,-93.60003157
533251120,1232,162500,20,RL,,11120,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,PConc,Gd,TA,No,BLQ,660,Unf,0,572,1232,GasA,TA,Y,SBrkr,1232,0,0,0,0,2,0,3,1,TA,6,Typ,0,,Attchd,1984,Unf,2,516,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,WD ,Normal,533251120,2810 PINEHURST CIR,42.04475561,-93.6459954
907414020,1500,190000,20,RL,63,8487,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1480,1500,GasA,Ex,Y,SBrkr,1500,0,0,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2004,RFn,2,570,TA,TA,Y,192,36,0,0,0,0,,,,0,8,2009,WD ,Normal,907414020,4914 WALLER ST,42.01380355,-93.68572761
535451110,864,129000,20,RL,60,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,2002,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,398,BLQ,149,317,864,GasA,Gd,Y,SBrkr,864,0,0,1,0,1,0,3,1,Gd,5,Typ,0,,Detchd,1980,RFn,2,720,TA,TA,Y,194,0,0,0,0,0,,,,0,7,2007,WD ,Normal,535451110,1415 STAFFORD AVE,42.03598261,-93.60799794
535302130,1152,137500,20,RL,102,9373,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,84,TA,TA,CBlock,TA,TA,No,Rec,500,LwQ,196,456,1152,GasA,TA,Y,SBrkr,1152,0,0,0,0,1,1,3,1,TA,6,Typ,0,,Detchd,1971,Unf,2,636,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2008,WD ,Normal,535302130,1802 CLARK AVE,42.04042164,-93.61705228
905402110,1350,146000,20,RL,75,9375,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,799,Unf,0,168,967,GasA,Ex,Y,SBrkr,1350,0,0,0,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1954,RFn,2,504,TA,TA,Y,237,0,0,0,0,0,,,,0,6,2006,WD ,Normal,905402110,3603 WOODLAND ST,42.02654033,-93.66647533
534175100,1334,164500,20,RL,78,10140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,264,TA,TA,CBlock,TA,TA,No,BLQ,553,LwQ,68,713,1334,GasA,Gd,Y,SBrkr,1334,0,0,1,0,2,0,3,1,TA,7,Typ,0,,Attchd,1967,RFn,2,477,TA,TA,Y,0,20,35,0,264,0,,,,0,4,2006,WD ,Normal,534175100,2207 HAYES AVE,42.04354439,-93.63261047
527164060,1593,178000,60,RL,,9636,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,808,808,GasA,Gd,Y,SBrkr,808,785,0,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1993,RFn,2,389,TA,TA,Y,342,40,0,0,0,0,,MnPrv,,0,12,2009,WD ,Normal,527164060,3801 COLUMBINE AVE,42.058055,-93.635861
