,BedroomAbvGr,HeatingQC,CentralAir,HouseStyle,2ndFlrSF,1stFlrSF,KitchenAbvGr,KitchenQual,GarageCars,GarageArea,OverallCond,Street,dist_to_ISU,Latitude,Longitude,TotalFullBath,TotalHalfBath
1262,4,TA,Y,1,584,1318,2,TA,2.0,539.0,5,Pave,2755.442457875868,42.036373,-93.677215,2.0,0.0
1263,3,Gd,N,2,672,672,1,Gd,2.0,456.0,6,Pave,1929.6989414111922,42.03010247,-93.62359062,2.0,1.0
1264,4,Ex,Y,2,1128,956,1,Gd,2.0,618.0,5,Pave,3930.7458592799844,42.03626206,-93.69231756,3.0,1.0
1265,3,Gd,Y,2,744,757,1,TA,2.0,440.0,5,Pave,2270.6474347608096,42.04711534,-93.64588658,3.0,1.0
1266,3,Ex,Y,2,878,804,1,Gd,2.0,523.0,5,Pave,3571.076041005866,42.01865806,-93.68835371,2.0,1.0
1267,4,Ex,Y,2,672,1337,1,TA,3.0,795.0,7,Pave,1267.8200671062868,42.02820253,-93.66171537,2.0,0.0
1268,2,Ex,Y,1,0,1214,1,TA,2.0,461.0,7,Pave,2719.9779036501095,42.0210994,-93.67855367,2.0,0.0
1269,2,Ex,Y,1,0,1280,1,Gd,2.0,506.0,5,Pave,3890.391178650092,42.06044348,-93.63405061,2.0,0.0
1270,4,Gd,Y,2,896,1097,1,TA,2.0,495.0,5,Pave,2439.0042888235103,42.04479537,-93.62980914,2.0,1.0
1271,2,TA,Y,1,0,1824,1,Gd,2.0,739.0,5,Pave,2434.0026512714167,42.028674,-93.675848,3.0,0.0
1272,3,Gd,Y,2,0,1141,1,TA,1.0,568.0,7,Pave,2756.066821667102,42.04657795,-93.62656551,2.0,0.0
1273,3,Ex,Y,2,878,832,1,Gd,2.0,506.0,5,Pave,3597.1266445122005,42.03677208,-93.68788783,2.0,1.0
1274,2,Ex,Y,2,623,520,1,Gd,2.0,480.0,5,Pave,2312.5684952649085,42.04746461,-93.64492752,2.0,1.0
1275,2,Gd,Y,1,561,1095,1,TA,2.0,440.0,6,Pave,2306.8815976242295,42.03028498,-93.61899076,2.0,0.0
1276,3,Ex,Y,1,678,1168,1,TA,1.0,315.0,6,Pave,3194.171746028745,42.03736017,-93.61058764,2.0,0.0
1277,2,TA,Y,1,0,1143,1,TA,1.0,288.0,7,Pave,1628.0699947852902,42.03334191,-93.62893334,1.0,0.0
1278,3,Ex,Y,2,624,962,1,Gd,2.0,480.0,5,Pave,2307.8450097515624,42.04715859,-93.64179448,3.0,1.0
1279,4,TA,N,1,0,1664,2,TA,0.0,0.0,5,Pave,2645.774651228155,42.02096769,-93.67758662,2.0,0.0
1280,3,Ex,Y,1,0,1060,1,Gd,1.0,270.0,8,Pave,2536.279450382926,42.03067032,-93.67673803,2.0,0.0
1281,3,Ex,Y,2,975,975,1,Gd,2.0,576.0,5,Pave,2232.8524619369355,42.04650796,-93.64206049,2.0,1.0
1282,3,Gd,Y,2,546,546,1,TA,0.0,0.0,7,Pave,5369.260046016444,41.99172279,-93.60169746,1.0,1.0
1283,3,Ex,Y,1,0,925,1,TA,2.0,576.0,7,Pave,2845.1274109885658,42.04657264,-93.62479964,2.0,0.0
1284,4,TA,Y,2,788,1051,1,TA,2.0,442.0,5,Pave,3737.5526226958013,42.03757505,-93.60368087,1.0,1.0
1285,3,Ex,Y,1,0,1494,1,Gd,2.0,530.0,5,Pave,3909.215430326521,42.01629334,-93.6917028,3.0,0.0
1286,4,Ex,Y,2,972,1316,1,Gd,2.0,520.0,7,Pave,1964.39039927811,42.04317542,-93.63791539,1.0,2.0
1287,3,TA,Y,1,0,1196,1,TA,1.0,336.0,6,Pave,2653.7331947091952,42.02066306,-93.67758147,2.0,0.0
1288,3,Ex,Y,1,0,1390,1,Gd,2.0,545.0,5,Pave,3648.1551690646193,42.01521012,-93.68786617,3.0,0.0
1289,3,Ex,Y,2,700,764,1,TA,0.0,0.0,8,Pave,2622.494293482848,42.03222571,-93.61563276,2.0,0.0
1290,3,Gd,Y,1,532,1929,1,TA,2.0,400.0,7,Pave,2528.055895937087,42.03920205,-93.62093408,2.0,0.0
1291,3,Ex,Y,2,838,1086,1,Gd,2.0,592.0,5,Pave,3003.4368784297562,42.05333709,-93.652527,3.0,1.0
1292,3,Ex,Y,2,756,896,1,Gd,2.0,473.0,6,Pave,1798.6408178501902,42.0105618,-93.64502095,3.0,1.0
1294,2,TA,Y,1,0,1014,1,TA,1.0,267.0,5,Pave,2716.1480260396693,42.04246882,-93.62138324,1.0,0.0
1295,3,Ex,Y,2,873,992,1,Gd,3.0,839.0,5,Pave,3413.2147458822105,42.01847493,-93.68630891,3.0,1.0
1296,4,Ex,Y,2,764,998,1,Gd,2.0,576.0,7,Pave,2716.860623052854,42.028079,-93.61366,2.0,1.0
1297,4,Gd,Y,2,601,855,1,TA,2.0,460.0,6,Pave,3152.1577262424644,42.05068692,-93.62615838,2.0,1.0
1298,4,TA,Y,1,764,1245,1,TA,2.0,400.0,5,Pave,2133.463211322003,42.03159403,-93.62152434,2.0,0.0
1299,4,Ex,Y,2,1285,1037,1,TA,2.0,400.0,5,Pave,3386.6848835260994,42.05692795,-93.64147776,2.0,1.0
1300,2,Ex,Y,1,0,954,1,Fa,1.0,240.0,7,Pave,1192.0021291611563,42.01598014,-93.64644686,1.0,0.0
1301,3,Ex,Y,2,735,1302,1,Gd,2.0,472.0,5,Pave,2983.910249938137,42.03074031,-93.68221448,2.0,1.0
1302,3,Ex,Y,1,0,1261,1,TA,2.0,433.0,6,Pave,3131.471943991482,42.04484761,-93.61750529,2.0,0.0
1303,3,Gd,Y,1,0,1187,1,Gd,2.0,420.0,5,Pave,3594.643554969918,42.05838894,-93.63789142,2.0,0.0
1304,3,Ex,Y,2,738,738,1,Gd,2.0,540.0,5,Pave,3475.884388451371,42.01351764,-93.68465248,3.0,1.0
1305,3,TA,Y,2,533,576,1,TA,1.0,288.0,7,Pave,3541.008699048969,42.05539899,-93.62791654,1.0,1.0
1306,2,TA,Y,1,0,1253,1,TA,1.0,352.0,5,Pave,3619.800045922835,42.03876387,-93.60579279,2.0,1.0
1307,4,Ex,Y,2,772,1779,1,Gd,3.0,925.0,5,Pave,3064.478314338716,42.05336436,-93.6558809,3.0,1.0
1309,4,TA,N,2,672,810,1,Fa,1.0,400.0,8,Pave,822.9197386093695,42.0194865,-93.64872648,2.0,0.0
1310,4,Ex,Y,2,608,2079,1,Gd,2.0,618.0,5,Pave,3889.4991824502513,42.05977507,-93.63117195,2.0,1.0
1311,1,Ex,Y,1,0,1358,1,Gd,2.0,418.0,5,Pave,3384.1445915197096,42.01762643,-93.68560465,2.0,1.0
1312,3,Ex,Y,1,0,1944,1,Ex,3.0,708.0,5,Pave,3900.627129524987,42.0617054,-93.64343792,3.0,0.0
1313,3,Ex,Y,2,739,713,1,Gd,2.0,506.0,5,Pave,2198.0820014931683,42.04645234,-93.64544668,3.0,1.0
1314,3,Ex,Y,2,914,882,1,TA,2.0,546.0,5,Pave,3704.173398051075,42.02098796,-93.69067896,3.0,1.0
1315,3,Gd,Y,2,0,980,1,TA,1.0,384.0,5,Pave,2692.3818552574758,42.04661955,-93.627966,2.0,0.0
1316,4,Ex,Y,1,0,3228,1,Gd,2.0,546.0,5,Pave,2600.954667851357,42.04951401,-93.65345177,4.0,0.0
1317,4,Ex,Y,2,1407,1671,1,Gd,3.0,806.0,5,Pave,3035.573675415183,42.05359703,-93.65278914,3.0,1.0
1318,2,TA,Y,1,0,825,1,TA,2.0,720.0,7,Pave,1935.551091134925,42.02671275,-93.62306697,2.0,0.0
1319,3,Gd,Y,2,674,734,1,TA,2.0,489.0,5,Pave,2381.2394799878334,42.018787,-93.67328688,3.0,1.0
1320,3,Gd,Y,2,885,773,1,TA,2.0,431.0,5,Pave,3606.6082899158996,42.05849883,-93.63789227,3.0,1.0
1321,4,Ex,Y,2,780,1482,1,Gd,3.0,749.0,5,Pave,3613.271017283896,41.99422169,-93.64789843,3.0,1.0
1322,4,TA,Y,1,0,1556,2,TA,0.0,0.0,5,Pave,3393.2047797454056,42.03489278,-93.60692533,2.0,0.0
1323,3,Fa,Y,2,0,1724,1,TA,2.0,480.0,5,Pave,2493.3779490083484,42.046344,-93.631941,2.0,1.0
1324,2,Gd,Y,2,0,1128,1,Gd,1.0,315.0,8,Pave,3359.2415777042834,42.0485274,-93.61837826,2.0,0.0
1325,4,Ex,Y,2,1796,1831,1,Gd,3.0,807.0,5,Pave,3090.12875053686,42.05322806,-93.65764873,4.0,1.0
1326,3,TA,Y,1,588,994,1,TA,1.0,250.0,6,Pave,2172.129478230671,42.03234106,-93.62132202,2.0,0.0
1327,2,Ex,Y,1,0,1646,1,Ex,2.0,482.0,5,Pave,3182.7370537520073,42.00909268,-93.61612482,3.0,1.0
1328,3,Ex,Y,2,768,768,1,Gd,2.0,400.0,5,Pave,4062.2867938995873,42.063233,-93.646445,2.0,1.0
1329,2,Fa,N,2,888,880,1,TA,2.0,320.0,7,Pave,2705.087477922523,42.02921976,-93.61392596,1.0,1.0
1330,4,Ex,Y,2,872,1236,1,Gd,2.0,540.0,7,Pave,1164.2199224390777,42.02762908,-93.6605393,2.0,0.0
1331,3,Ex,Y,2,884,878,1,Gd,2.0,591.0,5,Pave,3440.0092500196597,42.01842709,-93.68662766,2.0,1.0
1332,3,Ex,Y,2,677,1476,1,Ex,3.0,736.0,5,Pave,3166.392866517572,42.01869897,-93.6832878,3.0,1.0
1333,4,Ex,Y,2,910,916,1,Ex,1.0,164.0,8,Pave,2072.254116912129,42.02797182,-93.62147019,2.0,1.0
1334,2,TA,Y,2,504,483,1,TA,1.0,280.0,6,Pave,3193.030111112807,42.05243194,-93.62933826,1.0,1.0
1335,3,Ex,Y,1,0,1361,1,Gd,2.0,610.0,5,Pave,3300.957243943932,42.01578729,-93.68366222,2.0,0.0
1336,3,Ex,Y,2,432,432,1,Fa,1.0,216.0,6,Grvl,3528.232077984908,42.02253089,-93.60415665,1.0,1.0
1337,3,Ex,Y,1,0,1207,1,TA,1.0,264.0,5,Pave,3359.7676101463276,42.04029696,-93.61017182,1.0,1.0
1338,2,Ex,Y,1,0,1337,1,Gd,2.0,511.0,5,Pave,3685.610821934501,42.05548001,-93.62436099,3.0,0.0
1339,3,TA,Y,1,525,910,1,TA,1.0,308.0,6,Pave,1901.530004573732,42.0344858,-93.62600198,2.0,0.0
1340,2,TA,Y,2,462,526,1,TA,1.0,297.0,5,Pave,5229.550755390902,41.99178102,-93.60410041,2.0,0.0
1341,3,Gd,Y,1,605,972,1,Fa,1.0,312.0,5,Pave,1782.5955180592077,42.0324471,-93.62635229,1.0,0.0
1342,3,TA,Y,2,744,804,1,TA,2.0,440.0,5,Pave,3105.702573193097,42.04993496,-93.62563074,2.0,2.0
1343,3,Gd,Y,1,448,896,1,TA,1.0,240.0,4,Pave,1896.2119978915991,42.03159278,-93.62450758,1.0,0.0
1344,4,Ex,Y,2,1131,864,1,Gd,2.0,435.0,5,Pave,3628.4622668304937,42.05923776,-93.64317104,2.0,1.0
1345,3,TA,Y,1,0,1298,1,Gd,2.0,403.0,5,Pave,3274.583112903457,42.03203616,-93.6854896,3.0,0.0
1347,4,Gd,Y,2,644,1195,1,TA,2.0,486.0,5,Pave,2907.6760607125766,42.05265251,-93.65081212,2.0,1.0
1348,3,TA,Y,2,0,1025,1,TA,2.0,370.0,5,Pave,3374.5360690337666,42.02139721,-93.68672413,2.0,0.0
1349,2,TA,Y,1,0,923,1,TA,1.0,264.0,5,Pave,3441.6643412339045,42.03548893,-93.68645464,2.0,0.0
1350,3,Ex,Y,1,0,1720,1,Ex,3.0,846.0,5,Pave,3437.8132302649437,42.026621,-93.68812023,3.0,0.0
1351,1,Ex,Y,1,566,796,1,TA,2.0,480.0,5,Pave,5429.577359563444,41.98649458,-93.60920897,2.0,1.0
1352,2,Ex,Y,2,438,1112,1,Gd,2.0,438.0,5,Pave,2765.9130071427353,42.0514196,-93.64276863,3.0,0.0
1353,2,Ex,Y,1,0,952,1,TA,1.0,283.0,7,Pave,2881.4232312565005,42.044865,-93.621618,1.0,0.0
1354,3,TA,Y,1,0,882,1,TA,2.0,461.0,5,Pave,3110.2611560151818,42.021137,-93.683401,2.0,0.0
1355,3,Ex,Y,2,843,822,1,Gd,2.0,562.0,6,Pave,2754.614741673862,42.05138782,-93.6437388,2.0,1.0
1356,3,Ex,Y,1,0,990,1,TA,1.0,384.0,7,Pave,3869.449537856133,42.0190455,-93.69219595,2.0,0.0
1357,3,TA,Y,1,0,1412,1,Gd,2.0,576.0,5,Pave,3219.752590140951,41.99774414,-93.64658612,3.0,0.0
1358,3,Ex,Y,1,0,1660,1,Gd,3.0,660.0,5,Pave,2865.1417187159705,42.05210679,-93.64072038,2.0,0.0
1359,3,TA,Y,1,0,1144,1,TA,1.0,596.0,6,Pave,1772.7887132216886,42.0241324,-93.66768194,2.0,0.0
1360,3,Ex,Y,1,0,990,1,TA,2.0,672.0,5,Pave,3824.8568043767236,42.0191597,-93.69167725,1.0,1.0
1361,3,Ex,Y,1,0,1120,1,TA,2.0,656.0,7,Pave,2934.938984308554,42.04856554,-93.62659424,1.0,1.0
1362,2,TA,Y,2,504,483,1,TA,1.0,264.0,3,Pave,3192.1596447668,42.05168286,-93.62745846,1.0,1.0
1363,3,Ex,Y,2,630,744,1,Gd,2.0,400.0,5,Pave,3663.7836263992253,42.05959468,-93.64394878,2.0,1.0
1364,4,Gd,Y,1,0,1442,1,TA,1.0,301.0,6,Pave,3228.754495431646,42.04394068,-93.6150425,1.0,1.0
1365,3,Fa,Y,2,741,753,1,Gd,1.0,213.0,7,Pave,1039.8274885640935,42.01888519,-93.63958651,1.0,0.0
1366,3,TA,Y,1,0,1279,1,TA,2.0,473.0,6,Pave,4802.188650141009,41.99691175,-93.6044148,2.0,1.0
1367,2,TA,Y,1,0,1040,1,TA,2.0,420.0,5,Pave,3282.0964410581605,42.03618524,-93.60886958,1.0,0.0
1368,3,TA,Y,1,0,1651,1,TA,2.0,616.0,5,Pave,3012.941902289233,41.99960613,-93.64603873,3.0,0.0
1369,3,TA,Y,2,766,1109,1,Gd,2.0,485.0,6,Pave,3086.7720113140517,42.05235439,-93.63222042,3.0,0.0
1370,2,Ex,Y,1,0,1710,1,Ex,2.0,557.0,5,Pave,3724.0316510817734,42.05782743,-93.62985899,3.0,0.0
1371,3,Ex,Y,1,0,1537,1,Gd,3.0,788.0,5,Pave,3650.9171771240626,41.99424804,-93.6532169,3.0,0.0
1372,4,Ex,Y,2,1319,1364,1,Gd,2.0,473.0,5,Pave,2409.5431185626903,42.0477233,-93.65357222,3.0,1.0
1373,4,Ex,Y,1,473,997,1,TA,1.0,548.0,6,Pave,1598.4803485028933,42.01984976,-93.66351284,2.0,0.0
1374,4,Ex,Y,2,1277,1108,1,Gd,3.0,600.0,5,Pave,2990.3828640285537,42.05345909,-93.65011126,2.0,1.0
1375,3,Ex,Y,1,0,1673,1,Gd,2.0,583.0,5,Pave,3144.0764898130124,42.01886017,-93.68306958,3.0,0.0
1376,2,TA,Y,1,0,1742,1,Gd,2.0,564.0,5,Pave,3680.163965290103,42.058184,-93.632759,3.0,0.0
1377,3,Gd,Y,1,0,1652,1,Gd,2.0,510.0,7,Pave,2405.6110693134806,42.04111749,-93.6247835,2.0,1.0
1378,3,Gd,Y,1,0,1606,1,Gd,3.0,871.0,5,Pave,3912.8868621237507,42.06180314,-93.64318349,2.0,0.0
1380,3,Ex,Y,2,809,1086,1,Gd,2.0,409.0,5,Pave,3619.772434170099,42.05843904,-93.63675674,2.0,1.0
1381,3,Gd,Y,2,0,1661,1,Gd,1.0,377.0,6,Pave,2221.5521909133604,42.03708535,-93.62352184,2.0,0.0
1382,3,Ex,Y,2,678,926,1,TA,2.0,470.0,5,Pave,3760.6070963460043,42.06006791,-93.63907908,2.0,1.0
1383,3,Ex,Y,1,0,1614,1,Gd,2.0,576.0,5,Pave,3523.0815173419373,42.02324445,-93.68889712,2.0,0.0
1384,3,TA,Y,1,185,1060,1,TA,1.0,315.0,6,Pave,3015.148716885534,42.03096895,-93.61045066,1.0,0.0
1385,3,Gd,Y,1,741,1172,1,TA,2.0,342.0,6,Pave,1087.0609050257005,42.01693457,-93.64711678,1.0,1.0
1387,3,Ex,Y,1,0,1661,1,Gd,2.0,598.0,5,Pave,3155.9434561779403,42.01767676,-93.682723,2.0,0.0
1388,3,TA,Y,1,0,1377,1,TA,1.0,351.0,5,Pave,3464.9178088057206,42.034773,-93.60598114,2.0,0.0
1389,5,Ex,Y,1,750,816,1,Gd,2.0,450.0,7,Pave,3176.285370521517,42.03234127,-93.60880151,1.0,1.0
1390,3,Gd,Y,1,0,1297,1,TA,2.0,498.0,6,Pave,2807.550338236293,42.04095161,-93.61843908,1.0,1.0
1391,3,TA,Y,2,546,546,1,TA,1.0,286.0,4,Pave,5390.437631756341,41.991716,-93.601336,1.0,1.0
1392,3,TA,Y,1,0,1771,1,TA,2.0,336.0,4,Pave,4966.046922540782,41.99215627,-93.60840292,1.0,0.0
1393,3,TA,N,1,180,1212,1,TA,0.0,0.0,4,Pave,844.4530766135357,42.02709255,-93.65670986,2.0,0.0
1394,3,Gd,Y,2,610,940,1,TA,1.0,318.0,5,Pave,910.5838086665448,42.01868817,-93.64421892,1.0,1.0
1395,2,Gd,Y,1,0,1398,1,Gd,2.0,542.0,5,Pave,3426.4831896463033,42.0355628,-93.6862332,3.0,0.0
1396,3,Ex,Y,1,0,1822,1,Ex,3.0,678.0,5,Pave,3866.2380329994894,42.061195,-93.652376,2.0,0.0
1397,2,TA,Y,1,0,1296,2,TA,2.0,516.0,5,Pave,2190.1246334184025,42.03339409,-93.67143804,2.0,0.0
1398,4,Ex,Y,2,915,993,1,Gd,2.0,431.0,5,Pave,3595.8121180162984,41.99436429,-93.64700827,2.0,1.0
1399,3,TA,Y,2,782,1285,1,Gd,2.0,784.0,6,Pave,2731.583074390596,42.048995,-93.632611,2.0,1.0
1401,2,TA,Y,2,0,1083,1,TA,2.0,596.0,5,Pave,2768.887432359648,42.050341,-93.635969,2.0,0.0
1402,4,Gd,Y,2,892,892,1,TA,1.0,180.0,5,Pave,870.4120725985771,42.01887222,-93.646474,1.0,1.0
1403,3,Ex,Y,1,589,661,1,TA,2.0,552.0,6,Pave,1103.2236116103863,42.0167802,-93.64625073,2.0,0.0
1404,2,TA,Y,1,0,1830,1,TA,2.0,521.0,6,Pave,1892.636334224344,42.0315284,-93.66847304,2.0,0.0
1405,4,TA,Y,2,1134,1539,1,Gd,2.0,441.0,7,Pave,2904.2468733009487,42.05210296,-93.63832453,2.0,1.0
1406,4,TA,N,1,400,1080,1,TA,1.0,253.0,6,Pave,1142.7402621003175,42.02384142,-93.65978848,2.0,0.0
1407,2,Fa,N,1,0,1020,1,Fa,0.0,0.0,3,Pave,3277.3157543402403,42.02348365,-93.60706065,1.0,0.0
1408,3,Ex,Y,1,0,1495,1,TA,2.0,438.0,5,Pave,2991.713639822769,41.99982707,-93.64472896,2.0,0.0
1409,3,Ex,Y,2,896,1112,1,Ex,1.0,230.0,8,Pave,1358.959776332527,42.02700265,-93.66294744,4.0,0.0
1410,3,Ex,Y,2,546,546,1,TA,0.0,0.0,6,Pave,5276.239628280938,41.9925693,-93.6021357,1.0,1.0
1411,2,TA,Y,1,0,1204,1,TA,2.0,461.0,5,Pave,3795.75098394884,42.05974178,-93.63495514,2.0,0.0
1412,2,Ex,Y,1,0,1314,1,Gd,2.0,626.0,5,Pave,3530.079850367957,42.05833262,-93.65012185,3.0,0.0
1414,4,Gd,Y,1,928,1272,2,TA,0.0,0.0,7,Pave,2727.3308162929848,42.02080173,-93.67854841,4.0,2.0
1415,3,TA,Y,1,651,565,1,TA,1.0,355.0,7,Pave,1874.8111477172386,42.03146459,-93.62472663,2.0,0.0
1416,3,Ex,Y,2,878,1142,1,Gd,2.0,466.0,5,Pave,2984.773092908485,42.03078692,-93.68221545,2.0,1.0
1417,3,Fa,Y,1,0,1309,1,Gd,2.0,484.0,6,Pave,2887.3656682013184,42.04977538,-93.63046679,2.0,1.0
1418,3,Ex,Y,2,0,1464,1,TA,2.0,480.0,6,Pave,2079.2917713161232,42.03338348,-93.67001169,2.0,1.0
1419,4,Ex,Y,1,1074,888,1,TA,2.0,572.0,5,Pave,2063.323173341949,42.02899673,-93.62171171,1.0,1.0
1420,3,Ex,Y,1,0,1629,1,Gd,3.0,808.0,5,Pave,3489.694611969599,41.99533391,-93.64790985,3.0,0.0
1421,0,Ex,Y,2,0,960,1,TA,1.0,364.0,9,Pave,2031.2262584673367,42.03345588,-93.66934896,1.0,1.0
1422,2,Ex,Y,1,0,1363,1,TA,2.0,439.0,7,Pave,1627.0365542815232,42.02862571,-93.66602692,2.0,0.0
1423,3,Gd,Y,1,0,928,1,TA,1.0,288.0,6,Pave,3263.8910043403375,42.03220182,-93.60768388,1.0,0.0
1424,4,TA,Y,1,648,910,1,TA,1.0,282.0,5,Pave,1742.167908568335,42.02139874,-93.62665305,1.0,1.0
1425,3,Ex,Y,2,830,962,1,TA,2.0,451.0,5,Pave,3502.8396075957894,42.05800971,-93.64182286,3.0,1.0
1426,2,TA,Y,1,0,1442,1,TA,2.0,615.0,6,Pave,2573.552665883761,42.04809792,-93.63462414,2.0,0.0
1427,3,Ex,Y,1,0,2110,1,Ex,2.0,522.0,5,Pave,3652.7050484246674,42.05135968,-93.61727861,3.0,1.0
1428,3,Ex,N,2,536,808,2,TA,0.0,0.0,3,Pave,1878.16700750743,42.02413621,-93.62402561,2.0,0.0
1429,4,Ex,Y,2,858,858,1,TA,2.0,490.0,6,Pave,3540.1241101764235,42.04006933,-93.6075989,1.0,1.0
1430,3,TA,Y,1,0,1782,1,Gd,2.0,551.0,5,Pave,3211.545380812393,42.05460494,-93.63646964,2.0,1.0
1431,3,TA,N,1,0,912,1,TA,0.0,0.0,6,Pave,2114.1505659419595,42.03467267,-93.66973775,1.0,0.0
1432,3,Ex,Y,2,616,616,1,TA,2.0,480.0,7,Pave,2349.534551085898,42.02926186,-93.61826429,1.0,0.0
1433,3,Gd,Y,1,517,861,1,Gd,1.0,162.0,8,Pave,2371.14867255273,42.03220965,-93.61876688,1.0,0.0
1434,4,TA,Y,1,629,832,1,TA,1.0,384.0,7,Pave,3116.3075229739297,42.03462792,-93.61031071,2.0,0.0
1435,4,Ex,Y,2,1611,990,1,TA,2.0,621.0,6,Pave,847.753568316329,42.01908382,-93.64696563,3.0,1.0
1436,2,TA,N,2,1063,1075,3,TA,2.0,360.0,5,Pave,2703.6280285691246,42.02907647,-93.61392424,2.0,0.0
1437,4,Ex,Y,1,959,1827,1,Gd,2.0,636.0,5,Pave,2499.7850584193634,42.04859922,-93.65334224,3.0,1.0
1438,4,Ex,Y,2,848,784,1,TA,2.0,898.0,7,Pave,5502.145965019555,41.9912558,-93.60003157,1.0,1.0
1439,3,TA,Y,1,0,1232,1,TA,2.0,516.0,6,Pave,2008.1246929642016,42.04475561,-93.6459954,2.0,0.0
1440,3,Ex,Y,1,0,1500,1,Gd,2.0,570.0,5,Pave,3543.621330319197,42.01380355,-93.68572761,2.0,0.0
1441,3,Gd,Y,1,0,864,1,Gd,2.0,720.0,8,Pave,3343.3294874101557,42.03598261,-93.60799794,2.0,0.0
1442,3,TA,Y,1,0,1152,1,TA,2.0,636.0,6,Pave,2871.0783912456745,42.04042164,-93.61705228,1.0,1.0
1443,3,Ex,Y,1,0,1350,1,TA,2.0,504.0,5,Pave,1650.0449253952286,42.02654033,-93.66647533,1.0,1.0
1444,3,Gd,Y,1,0,1334,1,TA,2.0,477.0,6,Pave,2196.3690180653225,42.04354439,-93.63261047,3.0,0.0
1445,3,Gd,Y,2,785,808,1,TA,2.0,389.0,5,Pave,3595.505819042283,42.058055,-93.635861,2.0,1.0
1446,3,Ex,Y,2,1124,1090,1,Gd,3.0,646.0,5,Pave,3260.328306674403,42.01739615,-93.68392906,3.0,1.0
1447,3,Ex,Y,1,0,2200,1,Ex,3.0,685.0,5,Pave,3555.080453470154,42.05804938,-93.65495209,3.0,1.0
1448,3,TA,Y,1,0,1040,1,TA,0.0,0.0,5,Pave,3386.882748434556,42.02139223,-93.68687474,2.0,0.0
1449,3,Gd,Y,1,0,1253,1,TA,2.0,402.0,5,Pave,3669.872555987083,42.05911164,-93.6381182,2.0,0.0
1450,3,Ex,Y,2,536,494,1,TA,1.0,264.0,7,Pave,3246.1688470926174,42.052547,-93.628226,1.0,1.0
1451,2,Ex,Y,1,0,1618,1,Gd,3.0,880.0,5,Pave,3954.234283208097,42.06129134,-93.65760765,2.0,0.0
1452,4,Ex,Y,2,1286,1005,1,Gd,2.0,429.0,5,Pave,3571.983967329399,42.05855682,-93.64093664,2.0,1.0
1453,4,Fa,Y,1,424,854,1,TA,1.0,240.0,5,Pave,3235.476262390379,42.03477902,-93.608867,1.0,0.0
1454,3,Ex,Y,1,0,1244,1,TA,1.0,336.0,6,Pave,3376.639099800843,42.04428257,-93.61316514,1.0,1.0
1455,5,Gd,Y,2,1182,1313,1,TA,2.0,342.0,7,Pave,3154.1497098118925,42.02710956,-93.60831768,2.0,0.0
1456,3,Gd,Y,1,0,864,1,TA,1.0,336.0,6,Pave,3558.3454527379317,42.03462587,-93.60476,1.0,1.0
1457,3,TA,Y,1,0,1268,1,Gd,1.0,252.0,7,Pave,3389.7964872680845,42.0199428,-93.6865161,1.0,1.0
1458,2,Gd,N,1,0,764,1,TA,2.0,504.0,5,Pave,2428.530298523806,42.03439317,-93.61898139,1.0,0.0
1459,3,TA,Y,1,496,810,1,Gd,2.0,472.0,8,Pave,2624.534206757702,42.03230057,-93.61563178,1.0,1.0
1460,4,Gd,Y,2,880,1098,1,TA,2.0,486.0,5,Pave,2578.9950547966714,42.04404296,-93.6257658,2.0,1.0
1461,3,TA,Y,1,0,1040,1,TA,2.0,686.0,7,Pave,2367.8140045762857,42.03568459,-93.67249157,2.0,1.0
1462,3,Fa,Y,1,0,1242,1,TA,2.0,528.0,6,Pave,2282.5812722814826,42.04384912,-93.6313094,1.0,1.0
1463,2,Ex,Y,2,756,756,1,Gd,2.0,440.0,5,Pave,2163.4807737136175,42.04615042,-93.64583712,2.0,1.0
1464,2,Ex,Y,1,403,1192,1,TA,1.0,240.0,5,Pave,986.7076952257304,42.01876394,-93.6518441,1.0,0.0
1465,2,Ex,Y,1,0,1792,1,Ex,3.0,874.0,5,Pave,3641.536780365588,42.05847686,-93.65716541,3.0,0.0
1466,4,Gd,Y,2,754,725,1,Gd,2.0,484.0,9,Pave,3515.3838441800403,42.05458687,-93.62644648,2.0,1.0
1467,2,Ex,Y,1,0,1554,1,Gd,2.0,627.0,5,Pave,3515.689967967647,42.05823995,-93.64947732,2.0,0.0
1468,3,TA,Y,1,0,1143,1,TA,1.0,308.0,5,Pave,3028.712740088257,42.04302518,-93.61714449,2.0,0.0
1469,3,Gd,Y,1,544,1000,1,TA,0.0,0.0,7,Pave,2347.475130197763,42.03491136,-93.62031614,2.0,0.0
1470,3,Ex,Y,2,728,728,1,Gd,2.0,410.0,5,Pave,3409.4922249362003,42.01389871,-93.68400429,3.0,1.0
1471,3,Ex,Y,1,0,1602,1,Gd,3.0,810.0,5,Pave,3273.4582311149843,42.01704336,-93.68393499,3.0,0.0
1472,3,TA,Y,2,0,1152,1,TA,2.0,484.0,7,Pave,2255.8459515498057,42.0412141,-93.62741617,2.0,0.0
1473,2,Ex,Y,1,0,1378,1,Gd,2.0,540.0,5,Pave,2328.280879660679,42.04760479,-93.64810461,3.0,0.0
1474,3,Ex,Y,2,888,941,1,Gd,2.0,613.0,6,Pave,3541.5301620425903,42.01620173,-93.68697655,3.0,1.0
